title,listing_url,status,transaction,furnishing,facing,bhk,locality,property_id,scraped_timestamp,price_in_lacs,total_floors,price_per_sqft,area_sqft_imputed,floor_number
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1385-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423737393638313033,Ready to Move,Resale,Semi-Furnished,Missing,3,"Noida Extension, Noida",4d423737393638313033,2025-10-15T18:10:45.961587+00:00,105.0,20,27272.727272727272,385.0,20
"3 BHK Flat  for Sale in Sector 107, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1755-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Sector-107-in-Noida&id=4d423738353833373533,Ready to Move,New Property,Unfurnished,Missing,3,"Sector 107, Dadri Road, Noida",4d423738353833373533,2025-10-15T18:10:45.962917+00:00,106.0,22,14039.735099337748,755.0,10
"5 BHK Flat  for Sale in Sector 75, Noida",https://www.magicbricks.com/propertyDetails/5-BHK-5300-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-75-in-Noida&id=4d423831353930373933,Unknown,New Property,Semi-Furnished,Missing,5,"Sector 75, Noida",4d423831353930373933,2025-10-15T18:10:45.964198+00:00,821.0000000000001,22,273666.66666666674,300.0,10
"4 BHK  House for Sale in Sector 105, Noida Express Way Noida",https://www.magicbricks.com/propertyDetails/4-BHK-200-Sq-m-Residential-House-FOR-Sale-Sector-105-in-Noida&id=4d423830393632393137,Ready to Move,Resale,Semi-Furnished,North - West,4,"Sector 105, Noida Express Way Noida",4d423830393632393137,2025-10-15T18:10:45.965824+00:00,700.0,22,46519.66372185808,415.0,10
"3 BHK Flat  for Sale in Sector 121, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1827-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-121-in-Noida&id=4d423736363833323433,Ready to Move,Resale,Semi-Furnished,North - East,3,"Sector 121, Noida",4d423736363833323433,2025-10-15T18:10:45.968610+00:00,320.0,28,38694.074969770256,827.0,25
"5 BHK Flat  for Sale in Sector 128, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/5-BHK-8000-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-128-in-Noida&id=4d423830303532303031,Ready to Move,Resale,Semi-Furnished,North - East,5,"Sector 128, Noida Express Way, Noida",4d423830303532303031,2025-10-15T18:10:45.971080+00:00,1900.0,34,46519.66372185808,0.0,4
"4 BHK Flat  for Sale in Sector 144, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-4700-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-144-in-Noida&id=4d423733323334373339,Ready to Move,New Property,Unfurnished,North,4,"Sector 144, Noida Express Way, Noida",4d423733323334373339,2025-10-15T18:10:45.973852+00:00,925.0,35,132142.85714285713,700.0,15
"3 BHK Flat  for Sale in Blossom County, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1560-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Noida&id=4d423831353632323731,Ready to Move,Resale,Semi-Furnished,East,3,"Blossom County, Noida",4d423831353632323731,2025-10-15T18:10:45.975751+00:00,250.0,23,46519.66372185808,0.0,23
"4 BHK Flat  for Sale in Sector 76, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-2175-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-76-in-Noida&id=4d423830353931333839,Ready to Move,Resale,Semi-Furnished,East,4,"Sector 76, Noida",4d423830353931333839,2025-10-15T18:10:45.977077+00:00,277.0,27,38472.22222222222,720.0,7
"3 BHK Flat  for Sale in Sector 107, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1475-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Sector-107-in-Noida&id=4d423738373032323739,Ready to Move,New Property,Semi-Furnished,North,3,"Sector 107, Dadri Road, Noida",4d423738373032323739,2025-10-15T18:10:45.978204+00:00,76.0,4,16000.0,475.0,1
"3 BHK Flat  for Sale in Sector 44, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2403-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-44-in-Noida&id=4d423739363636383539,Unknown,New Property,Unfurnished,North - West,3,"Sector 44, Dadri Road, Noida",4d423739363636383539,2025-10-15T18:10:45.979458+00:00,803.9999999999999,20,46519.66372185808,415.0,10
"3 BHK  House for Sale in Sector 104, Noida Express Way Noida",https://www.magicbricks.com/propertyDetails/3-BHK-215-Sq-m-Residential-House-FOR-Sale-Sector-104-in-Noida&id=4d423739383231343139,Ready to Move,Resale,Semi-Furnished,North - East,3,"Sector 104, Noida Express Way Noida",4d423739383231343139,2025-10-15T18:10:45.980576+00:00,450.0,22,46519.66372185808,415.0,10
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1675-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423738353331393033,Ready to Move,Resale,Semi-Furnished,North - East,3,"Noida Extension, Noida",4d423738353331393033,2025-10-15T18:10:45.982603+00:00,214.0,31,1070000.0,20.0,31
"4 BHK Flat  for Sale in Sector 43, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-2259-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-43-in-Noida&id=4d423738343239353939,Ready to Move,Resale,Semi-Furnished,East,4,"Sector 43, Noida",4d423738343239353939,2025-10-15T18:10:45.984796+00:00,455.0,22,151666.66666666666,300.0,25
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1775-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423635353139333231,Ready to Move,New Property,Furnished,North - East,3,"Noida Extension, Noida",4d423635353139333231,2025-10-15T18:10:45.986159+00:00,190.0,32,250000.0,76.0,17
"3 BHK Flat  for Sale in Sector 150, Pusta Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2000-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-150-in-Noida&id=4d423530393034343334,Ready to Move,Resale,Unfurnished,North - East,3,"Sector 150, Pusta Road, Noida",4d423530393034343334,2025-10-15T18:10:45.987458+00:00,198.0,26,49500.0,400.0,8
"3 BHK Flat  for Sale in Sector 107, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1647-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-107-in-Noida&id=4d423737303335323833,Ready to Move,Resale,Semi-Furnished,North,3,"Sector 107, Dadri Road, Noida",4d423737303335323833,2025-10-15T18:10:58.966634+00:00,225.0,21,45000.0,500.0,9
"4 BHK Flat  for Sale in Sector 115, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-2727-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-115-in-Noida&id=4d423734393234333835,Unknown,Resale,Semi-Furnished,East,4,"Sector 115, Noida",4d423734393234333835,2025-10-15T18:10:58.969149+00:00,395.0,30,54332.87482806052,727.0,25
"4 BHK Flat  for Sale in Sector 115, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-2727-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-115-in-Noida&id=4d423831313731373537,Unknown,Resale,Furnished,North - East,4,"Sector 115, Noida",4d423831313731373537,2025-10-15T18:10:58.971289+00:00,450.0,29,225000.0,200.0,5
"3 BHK Flat  for Sale in Sector 115, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2304-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-115-in-Noida&id=4d423737363932343439,Unknown,Resale,Semi-Furnished,North - East,3,"Sector 115, Noida",4d423737363932343439,2025-10-15T18:10:58.973897+00:00,330.0,29,108552.63157894737,304.0,4
"3 BHK Flat  for Sale in Sector 110, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2538-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-110-in-Noida&id=4d423739313631393337,Ready to Move,Resale,Unfurnished,North - West,3,"Sector 110, Dadri Road, Noida",4d423739313631393337,2025-10-15T18:10:58.975954+00:00,261.0,30,33634.0206185567,776.0,13
"3 BHK Flat  for Sale in Sector 94, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2105-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-94-in-Noida&id=4d423636393333343731,Ready to Move,Resale,Semi-Furnished,North - East,3,"Sector 94, Noida Express Way, Noida",4d423636393333343731,2025-10-15T18:10:58.977306+00:00,280.0,44,266666.6666666667,105.0,3
5 BHK Villa for Sale in Block C Sector 61 Noida,https://www.magicbricks.com/propertyDetails/5-BHK-4500-Sq-ft-Villa-FOR-Sale-Sector-61-Block-C-in-Noida&id=4d423831313337353433,Ready to Move,Resale,Semi-Furnished,North - East,5,Block C Sector 61 Noida,4d423831313337353433,2025-10-15T18:10:58.978667+00:00,509.99999999999994,22,254999.99999999997,200.0,10
"4 BHK Flat  for Sale in Sector 115, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-4707-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-115-in-Noida&id=4d423736383030393333,Unknown,Resale,Semi-Furnished,North - East,4,"Sector 115, Noida",4d423736383030393333,2025-10-15T18:10:58.981321+00:00,800.0,29,99875.15605493133,801.0,15
"4 BHK Flat  for Sale in Sector 107, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-4482-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-107-in-Noida&id=4d423432363033323431,Ready to Move,New Property,Semi-Furnished,North,4,"Sector 107, Dadri Road, Noida",4d423432363033323431,2025-10-15T18:10:58.983221+00:00,830.0000000000001,30,131537.24247226625,631.0,11
"4 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-1806-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423739303534313535,Unknown,New Property,Unfurnished,Missing,4,"Noida Extension, Noida",4d423739303534313535,2025-10-15T18:10:58.984483+00:00,202.99999999999997,22,25186.104218362278,806.0,10
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1565-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423739313739393939,Ready to Move,New Property,Furnished,East,3,"Noida Extension, Noida",4d423739313739393939,2025-10-15T18:10:58.986068+00:00,175.0,2,175000.0,100.0,2
"3 BHK Flat  for Sale in Sector 152, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2350-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-152-in-Noida&id=4d423831343239323735,Ready to Move,New Property,Unfurnished,Missing,3,"Sector 152, Noida Express Way, Noida",4d423831343239323735,2025-10-15T18:10:58.987058+00:00,282.0,22,80571.42857142857,350.0,10
"4 BHK Flat  for Sale in Sector 77, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-3670-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-77-in-Noida&id=4d423831353037383735,Unknown,New Property,Unfurnished,Missing,4,"Sector 77, Noida",4d423831353037383735,2025-10-15T18:10:58.988185+00:00,557.0,22,83134.32835820895,670.0,10
"3 BHK Flat  for Sale in Sangam Park Khora Colony, Sector 62A, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1592-Sq-ft-Multistorey-Apartment-FOR-Sale-Sangam-Park-Khora-Colony-in-Noida&id=4d423830303932373733,Ready to Move,Resale,Semi-Furnished,North - East,3,"Sangam Park Khora Colony, Sector 62A, Noida",4d423830303932373733,2025-10-15T18:10:58.989622+00:00,130.0,24,67010.30927835051,194.0,12
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1385-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423737393638313033,Ready to Move,Resale,Semi-Furnished,Missing,3,"Noida Extension, Noida",4d423737393638313033,2025-10-15T18:10:58.991031+00:00,105.0,20,27272.727272727272,385.0,20
"3 BHK Flat  for Sale in Sector 107, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1755-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Sector-107-in-Noida&id=4d423738353833373533,Ready to Move,New Property,Unfurnished,Missing,3,"Sector 107, Dadri Road, Noida",4d423738353833373533,2025-10-15T18:10:58.992633+00:00,106.0,22,14039.735099337748,755.0,10
"5 BHK Flat  for Sale in Sector 75, Noida",https://www.magicbricks.com/propertyDetails/5-BHK-5300-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-75-in-Noida&id=4d423831353930373933,Unknown,New Property,Semi-Furnished,Missing,5,"Sector 75, Noida",4d423831353930373933,2025-10-15T18:10:58.994163+00:00,821.0000000000001,22,273666.66666666674,300.0,10
"4 BHK  House for Sale in Sector 105, Noida Express Way Noida",https://www.magicbricks.com/propertyDetails/4-BHK-200-Sq-m-Residential-House-FOR-Sale-Sector-105-in-Noida&id=4d423830393632393137,Ready to Move,Resale,Semi-Furnished,North - West,4,"Sector 105, Noida Express Way Noida",4d423830393632393137,2025-10-15T18:10:58.995785+00:00,700.0,22,46519.66372185808,415.0,10
"3 BHK Flat  for Sale in Sector 121, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1827-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-121-in-Noida&id=4d423736363833323433,Ready to Move,Resale,Semi-Furnished,North - East,3,"Sector 121, Noida",4d423736363833323433,2025-10-15T18:10:58.999179+00:00,320.0,28,38694.074969770256,827.0,25
"5 BHK Flat  for Sale in Sector 128, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/5-BHK-8000-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-128-in-Noida&id=4d423830303532303031,Ready to Move,Resale,Semi-Furnished,North - East,5,"Sector 128, Noida Express Way, Noida",4d423830303532303031,2025-10-15T18:10:59.001165+00:00,1900.0,34,46519.66372185808,0.0,4
"4 BHK Flat  for Sale in Sector 144, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-4700-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-144-in-Noida&id=4d423733323334373339,Ready to Move,New Property,Unfurnished,North,4,"Sector 144, Noida Express Way, Noida",4d423733323334373339,2025-10-15T18:10:59.002656+00:00,925.0,35,132142.85714285713,700.0,15
"3 BHK Flat  for Sale in Blossom County, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1560-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Noida&id=4d423831353632323731,Ready to Move,Resale,Semi-Furnished,East,3,"Blossom County, Noida",4d423831353632323731,2025-10-15T18:10:59.004604+00:00,250.0,23,46519.66372185808,0.0,23
"4 BHK Flat  for Sale in Sector 76, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-2175-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-76-in-Noida&id=4d423830353931333839,Ready to Move,Resale,Semi-Furnished,East,4,"Sector 76, Noida",4d423830353931333839,2025-10-15T18:10:59.005982+00:00,277.0,27,38472.22222222222,720.0,7
"3 BHK Flat  for Sale in Sector 107, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1475-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Sector-107-in-Noida&id=4d423738373032323739,Ready to Move,New Property,Semi-Furnished,North,3,"Sector 107, Dadri Road, Noida",4d423738373032323739,2025-10-15T18:10:59.007224+00:00,76.0,4,16000.0,475.0,1
"3 BHK Flat  for Sale in Sector 44, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2403-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-44-in-Noida&id=4d423739363636383539,Unknown,New Property,Unfurnished,North - West,3,"Sector 44, Dadri Road, Noida",4d423739363636383539,2025-10-15T18:10:59.009369+00:00,803.9999999999999,20,46519.66372185808,415.0,10
"3 BHK  House for Sale in Sector 104, Noida Express Way Noida",https://www.magicbricks.com/propertyDetails/3-BHK-215-Sq-m-Residential-House-FOR-Sale-Sector-104-in-Noida&id=4d423739383231343139,Ready to Move,Resale,Semi-Furnished,North - East,3,"Sector 104, Noida Express Way Noida",4d423739383231343139,2025-10-15T18:10:59.011217+00:00,450.0,22,46519.66372185808,415.0,10
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1675-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423738353331393033,Ready to Move,Resale,Semi-Furnished,North - East,3,"Noida Extension, Noida",4d423738353331393033,2025-10-15T18:10:59.013462+00:00,214.0,31,1070000.0,20.0,31
"4 BHK Flat  for Sale in Sector 43, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-2259-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-43-in-Noida&id=4d423738343239353939,Ready to Move,Resale,Semi-Furnished,East,4,"Sector 43, Noida",4d423738343239353939,2025-10-15T18:10:59.016300+00:00,455.0,22,151666.66666666666,300.0,25
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1775-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423635353139333231,Ready to Move,New Property,Furnished,North - East,3,"Noida Extension, Noida",4d423635353139333231,2025-10-15T18:10:59.018609+00:00,190.0,32,250000.0,76.0,17
"3 BHK Flat  for Sale in Sector 150, Pusta Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2000-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-150-in-Noida&id=4d423530393034343334,Ready to Move,Resale,Unfurnished,North - East,3,"Sector 150, Pusta Road, Noida",4d423530393034343334,2025-10-15T18:10:59.020466+00:00,198.0,26,49500.0,400.0,8
"3 BHK Flat  for Sale in Sector 107, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1647-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-107-in-Noida&id=4d423737303335323833,Ready to Move,Resale,Semi-Furnished,North,3,"Sector 107, Dadri Road, Noida",4d423737303335323833,2025-10-15T18:11:10.261366+00:00,225.0,21,45000.0,500.0,9
"4 BHK Flat  for Sale in Sector 115, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-2727-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-115-in-Noida&id=4d423734393234333835,Unknown,Resale,Semi-Furnished,East,4,"Sector 115, Noida",4d423734393234333835,2025-10-15T18:11:10.264130+00:00,395.0,30,54332.87482806052,727.0,25
"4 BHK Flat  for Sale in Sector 115, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-2727-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-115-in-Noida&id=4d423831313731373537,Unknown,Resale,Furnished,North - East,4,"Sector 115, Noida",4d423831313731373537,2025-10-15T18:11:10.266349+00:00,450.0,29,225000.0,200.0,5
"3 BHK Flat  for Sale in Sector 115, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2304-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-115-in-Noida&id=4d423737363932343439,Unknown,Resale,Semi-Furnished,North - East,3,"Sector 115, Noida",4d423737363932343439,2025-10-15T18:11:10.267771+00:00,330.0,29,108552.63157894737,304.0,4
"3 BHK Flat  for Sale in Sector 110, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2538-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-110-in-Noida&id=4d423739313631393337,Ready to Move,Resale,Unfurnished,North - West,3,"Sector 110, Dadri Road, Noida",4d423739313631393337,2025-10-15T18:11:10.269380+00:00,261.0,30,33634.0206185567,776.0,13
"3 BHK Flat  for Sale in Sector 94, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2105-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-94-in-Noida&id=4d423636393333343731,Ready to Move,Resale,Semi-Furnished,North - East,3,"Sector 94, Noida Express Way, Noida",4d423636393333343731,2025-10-15T18:11:10.270617+00:00,280.0,44,266666.6666666667,105.0,3
5 BHK Villa for Sale in Block C Sector 61 Noida,https://www.magicbricks.com/propertyDetails/5-BHK-4500-Sq-ft-Villa-FOR-Sale-Sector-61-Block-C-in-Noida&id=4d423831313337353433,Ready to Move,Resale,Semi-Furnished,North - East,5,Block C Sector 61 Noida,4d423831313337353433,2025-10-15T18:11:10.272871+00:00,509.99999999999994,22,254999.99999999997,200.0,10
"4 BHK Flat  for Sale in Sector 115, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-4707-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-115-in-Noida&id=4d423736383030393333,Unknown,Resale,Semi-Furnished,North - East,4,"Sector 115, Noida",4d423736383030393333,2025-10-15T18:11:10.274498+00:00,800.0,29,99875.15605493133,801.0,15
"4 BHK Flat  for Sale in Sector 107, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-4482-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-107-in-Noida&id=4d423432363033323431,Ready to Move,New Property,Semi-Furnished,North,4,"Sector 107, Dadri Road, Noida",4d423432363033323431,2025-10-15T18:11:10.275684+00:00,830.0000000000001,30,131537.24247226625,631.0,11
"4 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-1806-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423739303534313535,Unknown,New Property,Unfurnished,Missing,4,"Noida Extension, Noida",4d423739303534313535,2025-10-15T18:11:10.276934+00:00,202.99999999999997,22,25186.104218362278,806.0,10
