title,listing_url,area_raw,status,floor,transaction,furnishing,facing,bhk,locality,property_id,scraped_timestamp,price_raw
"4 BHK Flat  for Sale in Sector 107, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-2950-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-107-in-Noida&id=4d423737303639353531,2500 sqft,Ready to Move,10 out of 21,New Property,Semi-Furnished,North - East,4,"Sector 107, Dadri Road, Noida",4d423737303639353531,2025-10-15T18:19:46.219940+00:00,₹4.40 Cr
"4 BHK Flat  for Sale in Sector 115, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-2799-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-115-in-Noida&id=4d423734393234333837,2799 sqft,,3 out of 30,Resale,Unfurnished,East,4,"Sector 115, Noida",4d423734393234333837,2025-10-15T18:19:46.221654+00:00,₹4.25 Cr
"3 BHK Flat  for Sale in Sector 115, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2304-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-115-in-Noida&id=4d423733363731353533,2304 sqft,,6 out of 29,Resale,Unfurnished,North - East,3,"Sector 115, Noida",4d423733363731353533,2025-10-15T18:19:46.223453+00:00,₹3.10 Cr
"3 BHK Flat  for Sale in Sector 115, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2034-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-115-in-Noida&id=4d423737393939333233,2034 sqft,,4 out of 29,Resale,Semi-Furnished,North - East,3,"Sector 115, Noida",4d423737393939333233,2025-10-15T18:19:46.225760+00:00,₹3.35 Cr
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423830393239303733,1500 sqft,Ready to Move,16,New Property,Unfurnished,,3,"Noida Extension, Noida",4d423830393239303733,2025-10-15T18:19:46.227472+00:00,₹1.35 Cr
"3 BHK Flat  for Sale in Sector 110, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2794-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-110-in-Noida&id=4d423831333436373637,2794 sqft,Ready to Move,26 out of 30,Resale,Unfurnished,North - West,3,"Sector 110, Dadri Road, Noida",4d423831333436373637,2025-10-15T18:19:46.229355+00:00,₹3.20 Cr
"3 BHK Flat  for Sale in Sector 94, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2105-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-94-in-Noida&id=4d423437343839313131,2105 sqft,Ready to Move,23 out of 44,New Property,Unfurnished,East,3,"Sector 94, Noida Express Way, Noida",4d423437343839313131,2025-10-15T18:19:46.230917+00:00,₹2.90 Cr
"3 BHK Flat  for Sale in Sector 61, Ashok Marg, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1750-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-61-in-Noida&id=4d423831313036343639,1650 sqft,Ready to Move,6 out of 8,Resale,Furnished,North - West,3,"Sector 61, Ashok Marg, Noida",4d423831313036343639,2025-10-15T18:19:46.232648+00:00,₹2.21 Cr
"5 BHK Flat  for Sale in Sector 115, Noida",https://www.magicbricks.com/propertyDetails/5-BHK-6939-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-115-in-Noida&id=4d423736383031343431,4085 sqft,,16 out of 29,Resale,Semi-Furnished,North - East,5,"Sector 115, Noida",4d423736383031343431,2025-10-15T18:19:46.234412+00:00,₹11 Cr
"4 BHK Flat  for Sale in Sector 107, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-3501-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-107-in-Noida&id=4d423432363033313037,2827 sqft,Ready to Move,10 out of 30,New Property,Semi-Furnished,East,4,"Sector 107, Dadri Road, Noida",4d423432363033313037,2025-10-15T18:19:46.235937+00:00,₹6.50 Cr
"4 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-2405-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423739303534313633,2405 sqft,,,New Property,Unfurnished,,4,"Noida Extension, Noida",4d423739303534313633,2025-10-15T18:19:46.311869+00:00,₹2.88 Cr
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1357-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423739323035363837,1000 sqft,,3 out of 3,New Property,Semi-Furnished,East,3,"Noida Extension, Noida",4d423739323035363837,2025-10-15T18:19:46.314080+00:00,₹1.47 Cr
"3 BHK Flat  for Sale in Sector 150, Pusta Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2350-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-150-in-Noida&id=4d423831343239323937,2350 sqft,,,New Property,Unfurnished,,3,"Sector 150, Pusta Road, Noida",4d423831343239323937,2025-10-15T18:19:46.315278+00:00,₹3.83 Cr
"4 BHK Flat  for Sale in Sector 77, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-4075-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-77-in-Noida&id=4d423831353037383833,4075 sqft,,,New Property,Unfurnished,,4,"Sector 77, Noida",4d423831353037383833,2025-10-15T18:19:46.316675+00:00,₹6.11 Cr
"3 BHK Flat  for Sale in Sector 137, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1565-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-137-in-Noida&id=4d423831303931353033,1150 sqft,Ready to Move,14 out of 24,Resale,Semi-Furnished,North - East,3,"Sector 137, Noida Express Way, Noida",4d423831303931353033,2025-10-15T18:19:46.318305+00:00,₹1.22 Cr
"4 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-1995-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423739343136333933,1995 sqft,Ready to Move,17 out of 20,Resale,Unfurnished,North - East,4,"Noida Extension, Noida",4d423739343136333933,2025-10-15T18:19:46.319793+00:00,₹1.55 Cr
"3 BHK Flat  for Sale in Sector 107, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1395-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Sector-107-in-Noida&id=4d423733363237323031,1395 sqft,Ready to Move,,New Property,Unfurnished,,3,"Sector 107, Dadri Road, Noida",4d423733363237323031,2025-10-15T18:19:46.321838+00:00,₹85 Lac
"5 BHK Flat  for Sale in Sector 75, Noida",https://www.magicbricks.com/propertyDetails/5-BHK-6300-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-75-in-Noida&id=4d423831353930373935,6300 sqft,,,New Property,,,5,"Sector 75, Noida",4d423831353930373935,2025-10-15T18:19:46.323120+00:00,₹9.76 Cr
"4 BHK  House for Sale in Sector 105, Noida Express Way Noida",https://www.magicbricks.com/propertyDetails/4-BHK-300-Sq-m-Residential-House-FOR-Sale-Sector-105-in-Noida&id=4d423831303934333633,300 sqm,Ready to Move,,Resale,Semi-Furnished,North - East,4,"Sector 105, Noida Express Way Noida",4d423831303934333633,2025-10-15T18:19:46.325652+00:00,₹9.25 Cr
"4 BHK Flat  for Sale in Sector 121, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-2448-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-121-in-Noida&id=4d423736373538373237,1577 sqft,Ready to Move,2 out of 28,Resale,Semi-Furnished,North - East,4,"Sector 121, Noida",4d423736373538373237,2025-10-15T18:19:46.327748+00:00,₹5.45 Cr
"4 BHK Flat  for Sale in Sector 128, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-4507-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-128-in-Noida&id=4d423737393038363431,4507 sqft,,32 out of 34,Resale,Semi-Furnished,North - East,4,"Sector 128, Noida Express Way, Noida",4d423737393038363431,2025-10-15T18:19:46.329728+00:00,₹10.59 Cr
"4 BHK Flat  for Sale in Sector 150, Pusta Road, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-3200-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-150-in-Noida&id=4d423830303539343733,2166 sqft,Ready to Move,5 out of 24,New Property,Unfurnished,North - East,4,"Sector 150, Pusta Road, Noida",4d423830303539343733,2025-10-15T18:19:46.331486+00:00,₹3.50 Cr
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1675-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423831363338373931,1020 sqft,Ready to Move,32 out of 32,Resale,Semi-Furnished,East,3,"Noida Extension, Noida",4d423831363338373931,2025-10-15T18:19:46.333184+00:00,₹2.15 Cr
"4 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-1810-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423831353838353933,1810 sqft,Ready to Move,17 out of 22,Resale,Furnished,East,4,"Noida Extension, Noida",4d423831353838353933,2025-10-15T18:19:46.334877+00:00,₹1.66 Cr
"3 BHK Flat  for Sale in Sector 107, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1755-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Sector-107-in-Noida&id=4d423738373031343031,1755 sqft,Ready to Move,2 out of 6,New Property,Unfurnished,East,3,"Sector 107, Dadri Road, Noida",4d423738373031343031,2025-10-15T18:19:46.336472+00:00,₹63 Lac
"1 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/1-BHK-641-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423739363733323231,400 sqft,Ready to Move,10 out of 20,New Property,Unfurnished,North,1,"Noida Extension, Noida",4d423739363733323231,2025-10-15T18:19:46.338368+00:00,₹88 Lac
"3 BHK  House for Sale in Sector 144, Noida Express Way Noida",https://www.magicbricks.com/propertyDetails/3-BHK-450-Sq-m-Residential-House-FOR-Sale-Sector-144-in-Noida&id=4d423739363439363931,450 sqm,Ready to Move,,Resale,Semi-Furnished,North,3,"Sector 144, Noida Express Way Noida",4d423739363439363931,2025-10-15T18:19:46.339783+00:00,₹7 Cr
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1675-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423738353332323733,1020 sqft,Ready to Move,25 out of 31,Resale,Semi-Furnished,North - East,3,"Noida Extension, Noida",4d423738353332323733,2025-10-15T18:19:46.342356+00:00,₹2.15 Cr
"3 BHK Flat  for Sale in Sector 78, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1550-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-78-in-Noida&id=4d423738303238373637,1086 sqft,Ready to Move,7 out of 20,Resale,Semi-Furnished,East,3,"Sector 78, Noida",4d423738303238373637,2025-10-15T18:19:46.344649+00:00,₹2 Cr
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1775-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423537393132333537,1076 sqft,Ready to Move,12 out of 32,New Property,Furnished,North - East,3,"Noida Extension, Noida",4d423537393132333537,2025-10-15T18:19:46.346878+00:00,₹1.64 Cr
"4 BHK Flat  for Sale in Sector 107, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-2950-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-107-in-Noida&id=4d423737303639353531,2500 sqft,Ready to Move,10 out of 21,New Property,Semi-Furnished,North - East,4,"Sector 107, Dadri Road, Noida",4d423737303639353531,2025-10-15T18:19:57.225243+00:00,₹4.40 Cr
"4 BHK Flat  for Sale in Sector 115, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-2799-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-115-in-Noida&id=4d423734393234333837,2799 sqft,,3 out of 30,Resale,Unfurnished,East,4,"Sector 115, Noida",4d423734393234333837,2025-10-15T18:19:57.227718+00:00,₹4.25 Cr
"3 BHK Flat  for Sale in Sector 115, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2304-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-115-in-Noida&id=4d423733363731353533,2304 sqft,,6 out of 29,Resale,Unfurnished,North - East,3,"Sector 115, Noida",4d423733363731353533,2025-10-15T18:19:57.229618+00:00,₹3.10 Cr
"3 BHK Flat  for Sale in Sector 115, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2034-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-115-in-Noida&id=4d423737393939333233,2034 sqft,,4 out of 29,Resale,Semi-Furnished,North - East,3,"Sector 115, Noida",4d423737393939333233,2025-10-15T18:19:57.231472+00:00,₹3.35 Cr
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423830393239303733,1500 sqft,Ready to Move,16,New Property,Unfurnished,,3,"Noida Extension, Noida",4d423830393239303733,2025-10-15T18:19:57.233107+00:00,₹1.35 Cr
"3 BHK Flat  for Sale in Sector 110, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2794-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-110-in-Noida&id=4d423831333436373637,2794 sqft,Ready to Move,26 out of 30,Resale,Unfurnished,North - West,3,"Sector 110, Dadri Road, Noida",4d423831333436373637,2025-10-15T18:19:57.234940+00:00,₹3.20 Cr
"3 BHK Flat  for Sale in Sector 94, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2105-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-94-in-Noida&id=4d423437343839313131,2105 sqft,Ready to Move,23 out of 44,New Property,Unfurnished,East,3,"Sector 94, Noida Express Way, Noida",4d423437343839313131,2025-10-15T18:19:57.236569+00:00,₹2.90 Cr
"3 BHK Flat  for Sale in Sector 61, Ashok Marg, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1750-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-61-in-Noida&id=4d423831313036343639,1650 sqft,Ready to Move,6 out of 8,Resale,Furnished,North - West,3,"Sector 61, Ashok Marg, Noida",4d423831313036343639,2025-10-15T18:19:57.239299+00:00,₹2.21 Cr
"5 BHK Flat  for Sale in Sector 115, Noida",https://www.magicbricks.com/propertyDetails/5-BHK-6939-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-115-in-Noida&id=4d423736383031343431,4085 sqft,,16 out of 29,Resale,Semi-Furnished,North - East,5,"Sector 115, Noida",4d423736383031343431,2025-10-15T18:19:57.243265+00:00,₹11 Cr
"4 BHK Flat  for Sale in Sector 107, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-3501-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-107-in-Noida&id=4d423432363033313037,2827 sqft,Ready to Move,10 out of 30,New Property,Semi-Furnished,East,4,"Sector 107, Dadri Road, Noida",4d423432363033313037,2025-10-15T18:19:57.246238+00:00,₹6.50 Cr
"4 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-2405-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423739303534313633,2405 sqft,,,New Property,Unfurnished,,4,"Noida Extension, Noida",4d423739303534313633,2025-10-15T18:19:57.248373+00:00,₹2.88 Cr
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1357-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423739323035363837,1000 sqft,,3 out of 3,New Property,Semi-Furnished,East,3,"Noida Extension, Noida",4d423739323035363837,2025-10-15T18:19:57.250222+00:00,₹1.47 Cr
"3 BHK Flat  for Sale in Sector 150, Pusta Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2350-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-150-in-Noida&id=4d423831343239323937,2350 sqft,,,New Property,Unfurnished,,3,"Sector 150, Pusta Road, Noida",4d423831343239323937,2025-10-15T18:19:57.251388+00:00,₹3.83 Cr
"4 BHK Flat  for Sale in Sector 77, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-4075-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-77-in-Noida&id=4d423831353037383833,4075 sqft,,,New Property,Unfurnished,,4,"Sector 77, Noida",4d423831353037383833,2025-10-15T18:19:57.252803+00:00,₹6.11 Cr
"3 BHK Flat  for Sale in Sector 137, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1565-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-137-in-Noida&id=4d423831303931353033,1150 sqft,Ready to Move,14 out of 24,Resale,Semi-Furnished,North - East,3,"Sector 137, Noida Express Way, Noida",4d423831303931353033,2025-10-15T18:19:57.254512+00:00,₹1.22 Cr
"4 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-1995-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423739343136333933,1995 sqft,Ready to Move,17 out of 20,Resale,Unfurnished,North - East,4,"Noida Extension, Noida",4d423739343136333933,2025-10-15T18:19:57.257064+00:00,₹1.55 Cr
"3 BHK Flat  for Sale in Sector 107, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1395-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Sector-107-in-Noida&id=4d423733363237323031,1395 sqft,Ready to Move,,New Property,Unfurnished,,3,"Sector 107, Dadri Road, Noida",4d423733363237323031,2025-10-15T18:19:57.259010+00:00,₹85 Lac
"5 BHK Flat  for Sale in Sector 75, Noida",https://www.magicbricks.com/propertyDetails/5-BHK-6300-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-75-in-Noida&id=4d423831353930373935,6300 sqft,,,New Property,,,5,"Sector 75, Noida",4d423831353930373935,2025-10-15T18:19:57.261096+00:00,₹9.76 Cr
"4 BHK  House for Sale in Sector 105, Noida Express Way Noida",https://www.magicbricks.com/propertyDetails/4-BHK-300-Sq-m-Residential-House-FOR-Sale-Sector-105-in-Noida&id=4d423831303934333633,300 sqm,Ready to Move,,Resale,Semi-Furnished,North - East,4,"Sector 105, Noida Express Way Noida",4d423831303934333633,2025-10-15T18:19:57.262758+00:00,₹9.25 Cr
"4 BHK Flat  for Sale in Sector 121, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-2448-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-121-in-Noida&id=4d423736373538373237,1577 sqft,Ready to Move,2 out of 28,Resale,Semi-Furnished,North - East,4,"Sector 121, Noida",4d423736373538373237,2025-10-15T18:19:57.264864+00:00,₹5.45 Cr
"4 BHK Flat  for Sale in Sector 128, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-4507-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-128-in-Noida&id=4d423737393038363431,4507 sqft,,32 out of 34,Resale,Semi-Furnished,North - East,4,"Sector 128, Noida Express Way, Noida",4d423737393038363431,2025-10-15T18:19:57.266894+00:00,₹10.59 Cr
"4 BHK Flat  for Sale in Sector 150, Pusta Road, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-3200-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-150-in-Noida&id=4d423830303539343733,2166 sqft,Ready to Move,5 out of 24,New Property,Unfurnished,North - East,4,"Sector 150, Pusta Road, Noida",4d423830303539343733,2025-10-15T18:19:57.268835+00:00,₹3.50 Cr
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1675-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423831363338373931,1020 sqft,Ready to Move,32 out of 32,Resale,Semi-Furnished,East,3,"Noida Extension, Noida",4d423831363338373931,2025-10-15T18:19:57.270755+00:00,₹2.15 Cr
"4 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-1810-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423831353838353933,1810 sqft,Ready to Move,17 out of 22,Resale,Furnished,East,4,"Noida Extension, Noida",4d423831353838353933,2025-10-15T18:19:57.274140+00:00,₹1.66 Cr
"3 BHK Flat  for Sale in Sector 107, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1755-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Sector-107-in-Noida&id=4d423738373031343031,1755 sqft,Ready to Move,2 out of 6,New Property,Unfurnished,East,3,"Sector 107, Dadri Road, Noida",4d423738373031343031,2025-10-15T18:19:57.276310+00:00,₹63 Lac
"1 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/1-BHK-641-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423739363733323231,400 sqft,Ready to Move,10 out of 20,New Property,Unfurnished,North,1,"Noida Extension, Noida",4d423739363733323231,2025-10-15T18:19:57.278705+00:00,₹88 Lac
"3 BHK  House for Sale in Sector 144, Noida Express Way Noida",https://www.magicbricks.com/propertyDetails/3-BHK-450-Sq-m-Residential-House-FOR-Sale-Sector-144-in-Noida&id=4d423739363439363931,450 sqm,Ready to Move,,Resale,Semi-Furnished,North,3,"Sector 144, Noida Express Way Noida",4d423739363439363931,2025-10-15T18:19:57.280380+00:00,₹7 Cr
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1675-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423738353332323733,1020 sqft,Ready to Move,25 out of 31,Resale,Semi-Furnished,North - East,3,"Noida Extension, Noida",4d423738353332323733,2025-10-15T18:19:57.282211+00:00,₹2.15 Cr
"3 BHK Flat  for Sale in Sector 78, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1550-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-78-in-Noida&id=4d423738303238373637,1086 sqft,Ready to Move,7 out of 20,Resale,Semi-Furnished,East,3,"Sector 78, Noida",4d423738303238373637,2025-10-15T18:19:57.283840+00:00,₹2 Cr
